issue title,link,filtering type
[ONNX] How to export triton custom kernels as custom ops?,https://github.com/pytorch/pytorch/issues/147374,Step 2: Issue not discussing a bug within torch.compile
outerNode->outputs().size(),https://github.com/pytorch/pytorch/issues/144742,Step 2: Issue not discussing a bug within torch.compile
modified CPUReproTests.test_two_local_buffers_in_outer_loop_fusion fails Codegen on all CPU platforms,https://github.com/pytorch/pytorch/issues/142230,Step 2: Issue not discussing a bug within torch.compile
Simple tensor parallel example forces all inputs/outputs to be replicated,https://github.com/pytorch/pytorch/issues/146362,Step 1: Feature requests and general help requests
torch: Log a unified waitcounter for torch.compile and triton.autotune,https://github.com/pytorch/pytorch/pull/146723,Step 2: Issue not discussing a bug within torch.compile
[Break XPU] device type in  test_aot_inductor.py is not passed correctly to cpp_builder.,https://github.com/pytorch/pytorch/issues/145247,Step 2: Issue not discussing a bug within torch.compile
[Intel GPU] Avoid copy when the input of Matmul is broadcasted,https://github.com/pytorch/pytorch/pull/143784,Step 2: Issue not discussing a bug within torch.compile
Crash on saving FSDP checkpoint of compiled model,https://github.com/pytorch/pytorch/issues/119980,Step 3: Issue not related to correctness bugs
Clear CompiledTritonKernel cache after each inductor compile,https://github.com/pytorch/pytorch/pull/146925,Step 2: Issue not discussing a bug within torch.compile
[WIP][compiled autograd] use functional compiled autograd,https://github.com/pytorch/pytorch/pull/142407,Step 1: Feature requests and general help requests
Torch 2.6 Unexpected Graph Break with contextmanager,https://github.com/pytorch/pytorch/issues/146797,Step 3: Issue not related to correctness bugs
[dynamo] check for incompatible configs,https://github.com/pytorch/pytorch/pull/146513,Step 2: Issue not discussing a bug within torch.compile
[FlexAttention] Fix dynamic shapes in max-autotune,https://github.com/pytorch/pytorch/pull/146657,Step 1: Feature requests and general help requests
[inductor/profiler] add kernel kwargs instrumentation,https://github.com/pytorch/pytorch/pull/145573,Step 1: Feature requests and general help requests
Fix constants with non-functional operators,https://github.com/pytorch/pytorch/pull/145593,Step 2: Issue not discussing a bug within torch.compile
Use guard_size_oblivious in debug tensor writer,https://github.com/pytorch/pytorch/pull/145403,Step 2: Issue not discussing a bug within torch.compile
[cutlass backend] update try_import_cutlass to accomodate for pip install,https://github.com/pytorch/pytorch/pull/145891,Step 1: Feature requests and general help requests
Barebones flat_apply HOP,https://github.com/pytorch/pytorch/pull/146060,Step 2: Issue not discussing a bug within torch.compile
Update to remind users to use torch.compile template,https://github.com/pytorch/pytorch/pull/145960,Step 2: Issue not discussing a bug within torch.compile
[dynamo] Properly model torch profiler context objects,https://github.com/pytorch/pytorch/pull/145537,Step 2: Issue not discussing a bug within torch.compile
"[wip] ""Python compiled autograd II""",https://github.com/pytorch/pytorch/pull/138101,Step 1: Feature requests and general help requests
track number of cpp->python exceptions thrown in torch.compile benchmark suite,https://github.com/pytorch/pytorch/pull/131481,Step 2: Issue not discussing a bug within torch.compile
[MPSInductor] Add rand support,https://github.com/pytorch/pytorch/pull/145705,Step 1: Feature requests and general help requests
"Initial work on ""cuda graphs with arguments"".",https://github.com/pytorch/pytorch/pull/137318,Step 1: Feature requests and general help requests
Update OSS nested tensor docs to focus on NJT,https://github.com/pytorch/pytorch/pull/145402,Step 2: Issue not discussing a bug within torch.compile
inductor: Explicitly test that torch.compile(option=...) does something,https://github.com/pytorch/pytorch/pull/145321,Step 2: Issue not discussing a bug within torch.compile
Avoid data-dependent errors in NJT tests via capture_scalar_outputs=True,https://github.com/pytorch/pytorch/pull/144588,Step 2: Issue not discussing a bug within torch.compile
Fix IdentationError of code example ,https://github.com/pytorch/pytorch/pull/145525,Step 2: Issue not discussing a bug within torch.compile
Int8 Inference Slowdown Comparing to FP32 when using PyTorch 2 Export Quantization with X86 Backend through Inductor,https://github.com/pytorch/pytorch/issues/144434,Step 3: Issue not related to correctness bugs
Fix IdentationError of code example ,https://github.com/pytorch/pytorch/pull/145251,Step 2: Issue not discussing a bug within torch.compile
[be] fix flaky test aot_export_ cond caused by free symbol lifting and automatic dynamic shape,https://github.com/pytorch/pytorch/pull/145330,Step 3: Issue not related to correctness bugs
[inductor] fix autotuning memory usage,https://github.com/pytorch/pytorch/pull/145410,Step 3: Issue not related to correctness bugs
[Doc] Add period at the end of the sentence,https://github.com/pytorch/pytorch/pull/145384,Step 2: Issue not discussing a bug within torch.compile
No period in docstring of torch.compiler.disable,https://github.com/pytorch/pytorch/issues/145365,Step 2: Issue not discussing a bug within torch.compile
[fx] move DCE rand check to import time,https://github.com/pytorch/pytorch/pull/145118,Step 2: Issue not discussing a bug within torch.compile
Eager style export V0 API.,https://github.com/pytorch/pytorch/pull/143432,Step 1: Feature requests and general help requests
[inductor] Fix ignored options for torch.compile,https://github.com/pytorch/pytorch/pull/145131,Step 2: Issue not discussing a bug within torch.compile
[Inductor][CPP] Enable Grouped GEMM Template,https://github.com/pytorch/pytorch/pull/143796,Step 1: Feature requests and general help requests
[MPS] Expose `MPSProfiler::start/stopCapture`  to Python,https://github.com/pytorch/pytorch/pull/144561,Step 1: Feature requests and general help requests
[ROCm][Inductor][CK] hackfix for segfault in addmm op,https://github.com/pytorch/pytorch/pull/144519,Step 2: Issue not discussing a bug within torch.compile
[pipelining] throw error with ZB and compile,https://github.com/pytorch/pytorch/pull/143599,Step 2: Issue not discussing a bug within torch.compile
fix randint distribution for large max,https://github.com/pytorch/pytorch/pull/143787,Step 2: Issue not discussing a bug within torch.compile
"[RFC] Introduce cache hot loading APIs (a.k.a. ""Mega-cache"")",https://github.com/pytorch/pytorch/pull/143341,Step 1: Feature requests and general help requests
fix torch.compile + ddp + non-reentrant AC pack hook firing count,https://github.com/pytorch/pytorch/pull/144271,Step 2: Issue not discussing a bug within torch.compile
Skip L1 cache for single-use buffers,https://github.com/pytorch/pytorch/pull/143115,Step 2: Issue not discussing a bug within torch.compile
Enhance provenance tracing unit test to cover `torch.compile()`,https://github.com/pytorch/pytorch/pull/143684,Step 1: Feature requests and general help requests
"Nightly pytorch wheel for prerelease version 2.6 is build with C++11 ABI on, at least for CPU",https://github.com/pytorch/pytorch/issues/143962,Step 2: Issue not discussing a bug within torch.compile
[Inductor][CPU] C++ compile error: no known conversion from `VecMask` to `VectorizedN`,https://github.com/pytorch/pytorch/issues/143568,Step 3: Issue not related to correctness bugs
Add networkx as bazel dep to fix CI failure,https://github.com/pytorch/pytorch/pull/143995,Step 2: Issue not discussing a bug within torch.compile
Improved replacement of ephemerally-sourced symbols,https://github.com/pytorch/pytorch/pull/135635,Step 1: Feature requests and general help requests
[Inductor] Implement primitive Metal compiler,https://github.com/pytorch/pytorch/pull/143893,Step 1: Feature requests and general help requests
Skip the torch.compile in torch::deploy,https://github.com/pytorch/pytorch/pull/136795,Step 3: Issue not related to correctness bugs
Enable torch.compile check on nightly validaitons,https://github.com/pytorch/pytorch/pull/143397,Step 1: Feature requests and general help requests
[inductor] handle empty matrix on addmv on torch.compile,https://github.com/pytorch/pytorch/pull/143707,Step 1: Feature requests and general help requests
Add support for `contextmanager` in Dynamo,https://github.com/pytorch/pytorch/pull/136033,Step 1: Feature requests and general help requests
Unbacked SymInt fixes for subclasses + data-dependent slice() bounds,https://github.com/pytorch/pytorch/pull/142062,Step 1: Feature requests and general help requests
"[dynamo, 3.13t] raise error if torch.compile is attempted in 3.13t (nogil)",https://github.com/pytorch/pytorch/pull/143594,Step 3: Issue not related to correctness bugs
Support narrow() on batch dim for NJT,https://github.com/pytorch/pytorch/pull/136444,Step 1: Feature requests and general help requests
"[dynamo, 3.13t] raise error if torch.compile is attempted in 3.13t (nogil)",https://github.com/pytorch/pytorch/pull/143404,Step 3: Issue not related to correctness bugs
[Dynamo] Replace `torch._dynamo.optimize()` with `torch.compile()` [8/N],https://github.com/pytorch/pytorch/pull/140924,Step 1: Feature requests and general help requests
[export] add is_exporting flag,https://github.com/pytorch/pytorch/pull/142425,Step 1: Feature requests and general help requests
[Dynamo] Replace `torch._dynamo.optimize()` with `torch.compile()` [10/N],https://github.com/pytorch/pytorch/pull/142451,Step 1: Feature requests and general help requests
[CD] Test torch.compile on 3.13,https://github.com/pytorch/pytorch/pull/143243,Step 2: Issue not discussing a bug within torch.compile
[CD] Test torch.compile on 3.13,https://github.com/pytorch/pytorch/pull/143207,Step 2: Issue not discussing a bug within torch.compile
dynamo tracing perf: import in build: 60.48 -> 59.92,https://github.com/pytorch/pytorch/pull/143056,Step 2: Issue not discussing a bug within torch.compile
Linux Wheels: Remove triton dependency python < 3.13 constraint,https://github.com/pytorch/pytorch/pull/143199,Step 2: Issue not discussing a bug within torch.compile
Linux Wheels: Remove triton dependency python < 3.13 constraint,https://github.com/pytorch/pytorch/pull/143162,Step 2: Issue not discussing a bug within torch.compile
Perf improvements,https://github.com/pytorch/pytorch/pull/142431,Step 2: Issue not discussing a bug within torch.compile
[hop][dynamo] support torch.SymInt inputs,https://github.com/pytorch/pytorch/pull/141524,Step 1: Feature requests and general help requests
[ca] attach compiled autograd to its compile id in tlparse,https://github.com/pytorch/pytorch/pull/141362,Step 2: Issue not discussing a bug within torch.compile
[inductor][cpp] Add FlexAttention support for CPU inference ,https://github.com/pytorch/pytorch/pull/141453,Step 1: Feature requests and general help requests
"[POC] ""Python Compiled Autograd""",https://github.com/pytorch/pytorch/pull/137586,Step 1: Feature requests and general help requests
`torch.lerp()` CUDA does not support scalar CPU weight,https://github.com/pytorch/pytorch/issues/141811,Step 2: Issue not discussing a bug within torch.compile
Adding lowering to persistent-tma device kernel for _scaled_mm,https://github.com/pytorch/pytorch/pull/142045,Step 1: Feature requests and general help requests
pytorch/feature: Record if torch.compile is enabled via set_eval_frame,https://github.com/pytorch/pytorch/pull/141075,Step 1: Feature requests and general help requests
[Dynamo] Replace `torch._dynamo.optimize()` with `torch.compile()` [7/N],https://github.com/pytorch/pytorch/pull/140922,Step 1: Feature requests and general help requests
[DTensor] fix stride of fake tensor produced by `shard_dim_alltoall`,https://github.com/pytorch/pytorch/pull/141835,Step 2: Issue not discussing a bug within torch.compile
Add `tensor._base` as a tracked fake for `ShapeEnv` guards.,https://github.com/pytorch/pytorch/pull/139554,Step 2: Issue not discussing a bug within torch.compile
[Prototype] Adding lowering to persistent-tma device kernel for _scaled_mm,https://github.com/pytorch/pytorch/pull/138536,Step 1: Feature requests and general help requests
[Dynamo] Replace `torch._dynamo.optimize()` with `torch.compile()` [9/N],https://github.com/pytorch/pytorch/pull/140933,Step 1: Feature requests and general help requests
[DTensor] Compiled ColwiseParallel fails if output layouts aren't Shard(2),https://github.com/pytorch/pytorch/issues/141830,Step 2: Issue not discussing a bug within torch.compile
Add comparison operators for tensorfication,https://github.com/pytorch/pytorch/pull/141521,Step 1: Feature requests and general help requests
[dynamo][log] Remove print torch inner stacktrace to let users focus on their code error,https://github.com/pytorch/pytorch/pull/141553,Step 2: Issue not discussing a bug within torch.compile
Fix where() for NJT,https://github.com/pytorch/pytorch/pull/141500,Step 1: Feature requests and general help requests
[Donated Buffer] support metadata mutation ops,https://github.com/pytorch/pytorch/pull/141308,Step 1: Feature requests and general help requests
[POC] ROI instrumentation (eager vs compile speedup),https://github.com/pytorch/pytorch/pull/139765,Step 1: Feature requests and general help requests
error while executing 'edge_program.to_executorch()',https://github.com/pytorch/pytorch/issues/141311,Step 2: Issue not discussing a bug within torch.compile
[inductor] Don't clamp on `split` operation.,https://github.com/pytorch/pytorch/pull/141078,Step 1: Feature requests and general help requests
[inductor] fix uncaught exception when checking for openmp on macos,https://github.com/pytorch/pytorch/pull/133776,Step 3: Issue not related to correctness bugs
[wip/rfc][dynamo] Flag to skip all guards,https://github.com/pytorch/pytorch/pull/134174,Step 1: Feature requests and general help requests
[ROCm] Incorrect number of arguments passed to kernel,https://github.com/pytorch/pytorch/issues/140800,Step 3: Issue not related to correctness bugs
Issue with `torch.compile` on Windows due to spaces in the path and virtual environment setup,https://github.com/pytorch/pytorch/issues/141026,Step 3: Issue not related to correctness bugs
fix typo in `torch.compiler_dynamo_deepdive.rst`,https://github.com/pytorch/pytorch/pull/140871,Step 2: Issue not discussing a bug within torch.compile
Importing ZeroRedundancyOptimizer prints deprecation warning,https://github.com/pytorch/pytorch/issues/139661,Step 2: Issue not discussing a bug within torch.compile
[Dynamo] Replace `torch._dynamo.optimize()` with `torch.compile()` [5/N],https://github.com/pytorch/pytorch/pull/140663,Step 2: Issue not discussing a bug within torch.compile
[Dynamo] Replace `torch._dynamo.optimize()` with `torch.compile()` [6/N],https://github.com/pytorch/pytorch/pull/140688,Step 2: Issue not discussing a bug within torch.compile
Hooks on param AccumulateGrad are not called when the param was called with set_,https://github.com/pytorch/pytorch/issues/139742,Step 1: Feature requests and general help requests
unspecialize float for all torch.compile callers,https://github.com/pytorch/pytorch/pull/138918,Step 1: Feature requests and general help requests
dynamo: guard on FSDP module parameters,https://github.com/pytorch/pytorch/pull/138819,Step 1: Feature requests and general help requests
Add support for conditional nodes in cuda graphs.,https://github.com/pytorch/pytorch/pull/130386,Step 1: Feature requests and general help requests
[pt2] Add meta for _add_relu,https://github.com/pytorch/pytorch/pull/140009,Step 1: Feature requests and general help requests
Fix split decomp returning self,https://github.com/pytorch/pytorch/pull/140065,Step 2: Issue not discussing a bug within torch.compile
[Dynamo] Allow `filter()` to handle infinite iterator,https://github.com/pytorch/pytorch/pull/138305,Step 1: Feature requests and general help requests
[Dynamo] Replace `torch._dynamo.optimize()` with `torch.compile()` [1/N],https://github.com/pytorch/pytorch/pull/139706,Step 1: Feature requests and general help requests
"[dynamo] ""skip_guard_eval_unsafe"" API for power users",https://github.com/pytorch/pytorch/pull/139038,Step 1: Feature requests and general help requests
fix dynamo tracking numpy 2 ops,https://github.com/pytorch/pytorch/pull/138686,Step 2: Issue not discussing a bug within torch.compile
AOTI Minifier,https://github.com/pytorch/pytorch/pull/139351,Step 1: Feature requests and general help requests
[inductor]Add float argument for kernel generation,https://github.com/pytorch/pytorch/pull/131775,Step 1: Feature requests and general help requests
Fix for gcc10 torch.compile compiler error when march=aarch64+sve,https://github.com/pytorch/pytorch/pull/137795,Step 2: Issue not discussing a bug within torch.compile
[torch.export] Simple model fails to export with dynamic shapes,https://github.com/pytorch/pytorch/issues/129690,Step 1: Feature requests and general help requests
Release 2.5.0 validations checklist and cherry-picks,https://github.com/pytorch/pytorch/issues/137492,Step 2: Issue not discussing a bug within torch.compile
[TEST ONLY][dynamo] add torch.compiler.set_phase,https://github.com/pytorch/pytorch/pull/137549,Step 1: Feature requests and general help requests
[TEST ONLY][dynamo] add torch.compiler.set_phase,https://github.com/pytorch/pytorch/pull/137630,Step 1: Feature requests and general help requests
[c10d][Partial-Graph Overlap] Support calling .wait_tensor() on output tensor of eager `async_op=True` collective if under `allow_inflight_collective_as_graph_input_ctx()` context manager,https://github.com/pytorch/pytorch/pull/137763,Step 1: Feature requests and general help requests
Fix tensor subclass + dynamic shapes in torch.compile + aot autograd,https://github.com/pytorch/pytorch/pull/125941,Step 3: Issue not related to correctness bugs
[POC] automatic_dynamic_local_pgo,https://github.com/pytorch/pytorch/pull/138052,Step 1: Feature requests and general help requests
[Dynamo] Allow `torch.cond()` to handle emply arguments,https://github.com/pytorch/pytorch/pull/138190,Step 1: Feature requests and general help requests
[tlparse] Add `dynamo_graph_break_reason` logging to trace_structured,https://github.com/pytorch/pytorch/pull/138778,Step 1: Feature requests and general help requests
Fix names conflict when lifting,https://github.com/pytorch/pytorch/pull/129817,Step 3: Issue not related to correctness bugs
[RFC] Enable PyTorch XPU on Native Windows on Intel GPUs,https://github.com/pytorch/pytorch/issues/126719,Step 1: Feature requests and general help requests
[Inductor][Training] Different meta dtype for inference and training,https://github.com/pytorch/pytorch/issues/137762,Step 1: Feature requests and general help requests
Add link to torch.compile the missing manual in troubleshooting,https://github.com/pytorch/pytorch/pull/137369,Step 1: Feature requests and general help requests
[Prototype] Adding lowering to persistent-tma device kernel for _scaled_mm,https://github.com/pytorch/pytorch/pull/137517,Step 1: Feature requests and general help requests
torch.cuda.max_memory_allocated() raise  torch._dynamo.exc.BackendCompilerFailed: backend='inductor' raised: IndexError: map::at,https://github.com/pytorch/pytorch/issues/138372,Step 3: Issue not related to correctness bugs
Bugfix for passing None args to user defined Triton kernel,https://github.com/pytorch/pytorch/pull/138260,Step 2: Issue not discussing a bug within torch.compile
[compiled autograd] have context manager turn on dynamo config,https://github.com/pytorch/pytorch/pull/138241,Step 1: Feature requests and general help requests
AssertionError in torch._inductor.scheduler.Scheduler when combo_kernels=True,https://github.com/pytorch/pytorch/issues/138291,Step 3: Issue not related to correctness bugs
Naive impls for NJT matmul,https://github.com/pytorch/pytorch/pull/138121,Step 1: Feature requests and general help requests
[torch.compile][jagged nested tensor creation] AttributeError: 'torch._C._SymNode' object has no attribute 'expr',https://github.com/pytorch/pytorch/issues/125560,Step 3: Issue not related to correctness bugs
[dynamo] add torch.compiler.set_stance,https://github.com/pytorch/pytorch/pull/137504,Step 1: Feature requests and general help requests
log ViewAndMutationMeta to trace_structured,https://github.com/pytorch/pytorch/pull/133784,Step 1: Feature requests and general help requests
[dynamo] Don't codegen temporary cells for pre-existing cells,https://github.com/pytorch/pytorch/pull/137907,Step 1: Feature requests and general help requests
[dynamo] Don't codegen temporary cells for pre-existing cells,https://github.com/pytorch/pytorch/pull/137816,Step 1: Feature requests and general help requests
Log chromium event for automatic dynamic reasons,https://github.com/pytorch/pytorch/pull/137491,Step 2: Issue not discussing a bug within torch.compile
Extend vectorization with SVE(ARM) with Torch Compile (Inductor),https://github.com/pytorch/pytorch/pull/134672,Step 1: Feature requests and general help requests
Fix torch.compile correctness bug on aarch64+sve due to gcc bug,https://github.com/pytorch/pytorch/pull/137606,Step 3: Issue not related to correctness bugs
Add compiler bisector,https://github.com/pytorch/pytorch/pull/131936,Step 1: Feature requests and general help requests
add TORCH_FORCE_SYNCHRONOUS_COLLECTIVES to force functional collectives to be synchronous,https://github.com/pytorch/pytorch/pull/128331,Step 1: Feature requests and general help requests
cannot fuse - no shared data,https://github.com/pytorch/pytorch/pull/137421,Step 2: Issue not discussing a bug within torch.compile
torch_function object x PT2: can't construct object directly inside torch.compile?,https://github.com/pytorch/pytorch/issues/117193,Step 2: Issue not discussing a bug within torch.compile
[dynamo] Log a summary of frames Dynamo traced,https://github.com/pytorch/pytorch/pull/137297,Step 2: Issue not discussing a bug within torch.compile
Add link to torch.compile the missing manual in troubleshooting,https://github.com/pytorch/pytorch/pull/137301,Step 2: Issue not discussing a bug within torch.compile
[export] clean up dynamic markers from tensors,https://github.com/pytorch/pytorch/pull/137230,Step 1: Feature requests and general help requests
[torch.compile] torch.vmap supports dynamic shapes + enable flex attention create_block_mask dynamic shapes,https://github.com/pytorch/pytorch/pull/137163,Step 1: Feature requests and general help requests
[WIP] some work on getting bias with grad working,https://github.com/pytorch/pytorch/pull/134802,Step 2: Issue not discussing a bug within torch.compile
[torch.compile] torch.vmap supports dynamic shapes,https://github.com/pytorch/pytorch/pull/137075,Step 1: Feature requests and general help requests
Fix AOT Graph capture not propagating non_blocking copy parameter to …,https://github.com/pytorch/pytorch/pull/136513,Step 3: Issue not related to correctness bugs
[NJT] Gradients for bias do not get populated for nn.Linear,https://github.com/pytorch/pytorch/issues/136652,Step 2: Issue not discussing a bug within torch.compile
"Revert ""[Dynamo] Trace enter/exit of TorchFunctionModes (#135422)""",https://github.com/pytorch/pytorch/pull/136590,Step 2: Issue not discussing a bug within torch.compile
[POC] Split before autograd allow in graph,https://github.com/pytorch/pytorch/pull/128647,Step 2: Issue not discussing a bug within torch.compile
quantize_fx module not working on x86 machine for any torch vision model,https://github.com/pytorch/pytorch/issues/136511,Step 3: Issue not related to correctness bugs
Fix AOT Graph capture not propagating non_blocking copy parameter to …,https://github.com/pytorch/pytorch/pull/136414,Step 3: Issue not related to correctness bugs
[inductor] use same method to handle exception with aten,https://github.com/pytorch/pytorch/pull/127868,Step 1: Feature requests and general help requests
Enable torch build with SLEEF on ARM by default,https://github.com/pytorch/pytorch/pull/133339,Step 1: Feature requests and general help requests
[inductor] Relax the conditions for loop split,https://github.com/pytorch/pytorch/pull/135335,Step 1: Feature requests and general help requests
experimenting,https://github.com/pytorch/pytorch/pull/134060,Step 3: Issue not related to correctness bugs
[Dynamo] Trace torch function modes entered outside of torch.compile,https://github.com/pytorch/pytorch/pull/133137,Step 1: Feature requests and general help requests
The triton operators performed worse after fusion,https://github.com/pytorch/pytorch/issues/135994,Step 2: Issue not discussing a bug within torch.compile
Use a better decomposition for split_with_sizes,https://github.com/pytorch/pytorch/pull/135728,Step 1: Feature requests and general help requests
[dynamo] Dont graph break on inner torch.compile,https://github.com/pytorch/pytorch/pull/135819,Step 1: Feature requests and general help requests
[dynamo] Attach backend to the torch.compiled output,https://github.com/pytorch/pytorch/pull/135617,Step 1: Feature requests and general help requests
[dynamo] Inline through inner torch.compile if backends are same,https://github.com/pytorch/pytorch/pull/135789,Step 1: Feature requests and general help requests
[Bug][DDP static_graph=True][set_autograd_compiler] RuntimeError: Final callbacks can only be installed during backward pass.,https://github.com/pytorch/pytorch/issues/135017,Step 3: Issue not related to correctness bugs
[Dynamo] Clear/restore torch function mode stack to prevent overriding torch.compile infrastructure,https://github.com/pytorch/pytorch/pull/134733,Step 1: Feature requests and general help requests
[export] fix placeholder name collision tests by removing map call,https://github.com/pytorch/pytorch/pull/135366,Step 1: Feature requests and general help requests
Revert expectFailureIf condition on tests with torch.compile on Windows,https://github.com/pytorch/pytorch/pull/134759,Step 1: Feature requests and general help requests
Release 2.4.1 validations checklist and cherry-picks,https://github.com/pytorch/pytorch/issues/134694,Step 2: Issue not discussing a bug within torch.compile
DISABLED test_cudagraphs_sdpa (__main__.TestCompiledAutograd),https://github.com/pytorch/pytorch/issues/132108,Step 2: Issue not discussing a bug within torch.compile
DISABLED test_cudagraphs_cpu_scalar_used_in_cpp_custom_op (__main__.TestCompiledAutograd),https://github.com/pytorch/pytorch/issues/131663,Step 2: Issue not discussing a bug within torch.compile
[Inductor] Apply loop split optimization in codegen_node,https://github.com/pytorch/pytorch/pull/132389,Step 1: Feature requests and general help requests
[Flex Attention] update __getitem__ without tree_map_only to support compile,https://github.com/pytorch/pytorch/pull/134627,Step 1: Feature requests and general help requests
[Inductor] torchchat segmentation fault in int8 using max-autotune,https://github.com/pytorch/pytorch/issues/134449,Step 3: Issue not related to correctness bugs
optimize the decomposition of aten.native_group_norm,https://github.com/pytorch/pytorch/pull/129556,Step 1: Feature requests and general help requests
[HOP] fix export x inline_inbuilt_nn_modules,https://github.com/pytorch/pytorch/pull/133731,Step 2: Issue not discussing a bug within torch.compile
add add_loop benchmarks,https://github.com/pytorch/pytorch/pull/134652,Step 1: Feature requests and general help requests
Never CSE aten.empty in the partitioner,https://github.com/pytorch/pytorch/pull/134703,Step 2: Issue not discussing a bug within torch.compile
fix cond x inline_inbuilt,https://github.com/pytorch/pytorch/pull/134721,Step 2: Issue not discussing a bug within torch.compile
[HOO][dynamo] Contextual hints for torch.compile backends,https://github.com/pytorch/pytorch/pull/121639,Step 1: Feature requests and general help requests
[pt2] Add meta for poisson,https://github.com/pytorch/pytorch/pull/134103,Step 1: Feature requests and general help requests
Use integer divison in arange length calculation when start/end/step are integral,https://github.com/pytorch/pytorch/pull/134296,Step 1: Feature requests and general help requests
ppc64le: VSX Support for Inductor,https://github.com/pytorch/pytorch/pull/132746,Step 1: Feature requests and general help requests
[RFC][dynamo] add decorator to register polyfill for unsupported C++ function to avoid graph break,https://github.com/pytorch/pytorch/pull/133712,Step 1: Feature requests and general help requests
[easy] skip test_sdpa_autocast on windows,https://github.com/pytorch/pytorch/pull/134009,Step 2: Issue not discussing a bug within torch.compile
[dynamo] support random.Random,https://github.com/pytorch/pytorch/pull/133725,Step 1: Feature requests and general help requests
Add a smaller default config option for decode,https://github.com/pytorch/pytorch/pull/133646,Step 1: Feature requests and general help requests
[FlexAttention] OutOfResources: out of resource: shared memory,https://github.com/pytorch/pytorch/issues/132075,Step 3: Issue not related to correctness bugs
[export] Add InterpreterModule to trace_rules,https://github.com/pytorch/pytorch/pull/132949,Step 1: Feature requests and general help requests
Truth function does not work with dynamic=true ,https://github.com/pytorch/pytorch/issues/118531,Step 3: Issue not related to correctness bugs
Truth function does not handle tensor inputs ,https://github.com/pytorch/pytorch/issues/118532,Step 3: Issue not related to correctness bugs
Add Adafactor foreach impl,https://github.com/pytorch/pytorch/pull/132336,Step 1: Feature requests and general help requests
[CP] Rewrite ring attention backward algorithm and enablement APIs,https://github.com/pytorch/pytorch/pull/131351,Step 1: Feature requests and general help requests
[Dynamo] Unhandled FakeTensor Device Propagation for aten.native_layer_norm.default,https://github.com/pytorch/pytorch/issues/133388,Step 3: Issue not related to correctness bugs
"[custom_ops] torch.library.{custom_op, register_kernel} disable Dynam…",https://github.com/pytorch/pytorch/pull/133333,Step 1: Feature requests and general help requests
[Inductor] support masked vectorization for the tail_loop of the 2d tiles kernel,https://github.com/pytorch/pytorch/pull/130724,Step 1: Feature requests and general help requests
"[custom_ops] torch.library.{custom_op, register_kernel} disable Dynamo",https://github.com/pytorch/pytorch/pull/133125,Step 1: Feature requests and general help requests
Add `torch._dynamo.is_fullgraph_compiling` to allow different codepath depending on fullgraph tracing ,https://github.com/pytorch/pytorch/pull/120400,Step 1: Feature requests and general help requests
Flex_attention explicit GQA support,https://github.com/pytorch/pytorch/pull/130076,Step 1: Feature requests and general help requests
[dynamo] actually disable torch.compile'd functions nested in torch._dynamo.disable regions,https://github.com/pytorch/pytorch/pull/132925,Step 1: Feature requests and general help requests
Add explicit GQA support.,https://github.com/pytorch/pytorch/pull/131559,Step 1: Feature requests and general help requests
"TORCH_LOGS=""fusion"" not consistently working",https://github.com/pytorch/pytorch/issues/133118,Step 3: Issue not related to correctness bugs
Make debugging backends accept and ignore options kwargs from torch.compile,https://github.com/pytorch/pytorch/pull/132892,Step 2: Issue not discussing a bug within torch.compile
Raise exception if torch.func.* calls torch.compile functions,https://github.com/pytorch/pytorch/pull/128736,Step 3: Issue not related to correctness bugs
Support 'non-contiguous with holes' NJTs for contiguous clone(),https://github.com/pytorch/pytorch/pull/132776,Step 1: Feature requests and general help requests
Disable SymDispatchMode when torch.compile'ing,https://github.com/pytorch/pytorch/pull/132433,Step 3: Issue not related to correctness bugs
Run performance test non-alternately,https://github.com/pytorch/pytorch/pull/131935,Step 2: Issue not discussing a bug within torch.compile
aot_autograd: copy metadata from fw to bw nodes,https://github.com/pytorch/pytorch/pull/126573,Step 1: Feature requests and general help requests
Avoid graph break during NJT construction,https://github.com/pytorch/pytorch/pull/130505,Step 1: Feature requests and general help requests
[Compile] Speedup int8-to-float conversion on aarch64,https://github.com/pytorch/pytorch/pull/132676,Step 1: Feature requests and general help requests
[Inductor] support masked vectorization for the tail_loop,https://github.com/pytorch/pytorch/pull/126526,Step 1: Feature requests and general help requests
[export] Fix exportdb test,https://github.com/pytorch/pytorch/pull/132678,Step 2: Issue not discussing a bug within torch.compile
Reduce number of guards introduced by check_cudnn_tensor_shapes when cudnn version is higher enough,https://github.com/pytorch/pytorch/pull/132384,Step 1: Feature requests and general help requests
"[doc]link error in ""torch.compile """,https://github.com/pytorch/pytorch/issues/132725,Step 2: Issue not discussing a bug within torch.compile
[easy] fix f-string messages in torch/_ops.py,https://github.com/pytorch/pytorch/pull/132531,Step 2: Issue not discussing a bug within torch.compile
[fx] python_code(verbose=True): show size/strides for all tensors,https://github.com/pytorch/pytorch/pull/132192,Step 1: Feature requests and general help requests
Ensure only builtins functions are wrapped in new frame for torch.compile,https://github.com/pytorch/pytorch/pull/124720,Step 3: Issue not related to correctness bugs
ppermute + collective permute,https://github.com/pytorch/pytorch/pull/124003,Step 1: Feature requests and general help requests
Improve SpeculationLog error message,https://github.com/pytorch/pytorch/pull/131982,Step 3: Issue not related to correctness bugs
